canonicalsmiles,smiles,inchikey,molecularweight
C1=N[N-]C2=C1C(=O)NC=N2.[Na+],O=c1[nH]cnc2[nH]ncc12,PTJRZVJXXNYNLN-UHFFFAOYSA-M,158.09
C1COCCO1,C1COCCO1,RYHBNJHYFVUHQT-UHFFFAOYSA-N,88.11
C(C1C(C(C(O1)O)O)O)O,OCC1OC(O)C(O)C1O,HMFHBZSHGGEWLO-SOOFDHNKSA-N,150.13
CC1=CC=C(C=C1)S,Cc1ccc(S)cc1,WLHCBQAPPJAULW-UHFFFAOYSA-N,124.21
C1CCNC1,C1CCNC1,RWRDLPDLKQPQOW-UHFFFAOYSA-N,71.12
C1=C(C(=O)NO1)C(=O)O,O=C(O)c1co[nH]c1=O,JLPHBZYAQYOJND-UHFFFAOYSA-N,129.07
CNC1=CC=C(C=C1)O,CNc1ccc(O)cc1,ZFIQGRISGKSVAG-UHFFFAOYSA-N,123.15
C1CCS(=O)(=O)C1,O=S1(=O)CCCC1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,120.17
CC(C)(C(=O)O)O,CC(C)(O)C(=O)O,BWLBGMIXKSTLSX-UHFFFAOYSA-N,104.1
C1=CC(=CC=C1N)O,Nc1ccc(O)cc1,PLIKAWJENQZMHA-UHFFFAOYSA-N,109.13
COC1=CC=CC2=NC(=O)CCC=C21,COc1cccc2c1=CCCC(=O)N=2,DRMBRISDJOVCJR-UHFFFAOYSA-N,189.21
CC1C(C(C(C(O1)O)O)O)O,CC1OC(O)C(O)C(O)C1O,SHZGCJCMOBCMKK-KGJVWPDLSA-N,164.16
CC(CC1=CC2=C(C=C1)OCO2)NO,CC(Cc1ccc2c(c1)OCO2)NO,FNDCTJYFKOQGTL-UHFFFAOYSA-N,195.21
CCOC(=O)C(C)O,CCOC(=O)C(C)O,LZCLXQDLBQLTDK-UHFFFAOYSA-N,118.13
C(C(OC(F)F)(F)F)(F)Cl,FC(F)OC(F)(F)C(F)Cl,JPGQOUSTVILISH-UHFFFAOYSA-N,184.49
C1=CC(=C(C=C1O)CC(=O)O)O,O=C(O)Cc1cc(O)ccc1O,IGMNYECMUMZDDF-UHFFFAOYSA-N,168.15
CN1C(=O)CC(C1=O)C2=CC=CC=C2,CN1C(=O)CC(c2ccccc2)C1=O,WLWFNJKHKGIJNW-UHFFFAOYSA-N,189.21
C(=O)C=O,O=CC=O,LEQAOMBKQFMDFZ-UHFFFAOYSA-N,58.04
C1=CC(=CC=C1[N+](=O)[O-])O,O=[N+]([O-])c1ccc(O)cc1,BTJIUGUIPKRLHP-UHFFFAOYSA-N,139.11
CC(C(=O)O)[NH3+],CC(N)C(=O)O,QNAYBMKLOCPYGJ-REOHCLBHSA-O,90.1
CC1=C(C(=O)C(=C(N1)C)Cl)Cl,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,192.04
C(C(C(C(C(C=O)O)O)O)O)O.O,O=CC(O)C(O)C(O)C(O)CO,SPFMQWBKVUQXJV-UHFFFAOYSA-N,198.17
CC(CO)OCC(C)O,CC(O)COC(C)CO,DUFKCOQISQKSAV-UHFFFAOYSA-N,134.17
CCCCC(CC)CO,CCCCC(CC)CO,YIWUKEYIRIRTPP-UHFFFAOYSA-N,130.229
C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],O=C(O)CCCc1ccccc1,VPZRWNZGLKXFOE-UHFFFAOYSA-M,186.18
C1C2CC3(CC1CC(C2)(C3)N)CCF,NC12CC3CC(C1)CC(CCF)(C3)C2,HUYVZSFADWYSHD-UHFFFAOYSA-N,197.29
[HH],[HH],UFHFLCQGNIYNRP-UHFFFAOYSA-N,2.016
C(C(Cl)(Cl)Cl)(O)O,OC(O)C(Cl)(Cl)Cl,RNFNDJAIBTYOQL-UHFFFAOYSA-N,165.4
C1=C(NC=N1)CCN,NCCc1cnc[nH]1,NTYJJOPFIAHURM-UHFFFAOYSA-N,111.15
C1=CNC=C1,c1cc[nH]c1,KAESVJOAVNADME-UHFFFAOYSA-N,67.09
CC(C(C1=CC=CC=C1)O)N,CC(N)C(O)c1ccccc1,DLNKOYKMWOXYQA-VXNVDRBHSA-N,151.21
C1=CC(=CC=C1CN)S(=O)(=O)N,NCc1ccc(S(N)(=O)=O)cc1,TYMRLRRVMHJFTF-UHFFFAOYSA-N,186.23
CC1=C(N=C(C(=N1)C)C)C,Cc1nc(C)c(C)nc1C,FINHMKGKINIASC-UHFFFAOYSA-N,136.19
C(#N)Br,N#CBr,ATDGTVJJHBUTRL-UHFFFAOYSA-N,105.92
CC(=O)C=O,CC(=O)C=O,AIJULSRZWUXGPQ-UHFFFAOYSA-N,72.06
CC(C)OP(=O)(C)F,CC(C)OP(C)(=O)F,DYAHQFWOVKZOOW-UHFFFAOYSA-N,140.09
CS(=O)(=O)C,CS(C)(=O)=O,HHVIBTZHLRERCL-UHFFFAOYSA-N,94.14
CC1OC2(CN3CCC2CC3)CS1,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-PSASIEDQSA-N,199.32
C[N+](C)(C)CC(CC(=O)O)O,C[N+](C)(C)CC(O)CC(=O)O,PHIQHXFUZVPYII-UHFFFAOYSA-O,162.21
C[N+]1=CC=CC=C1C=NO.[Cl-],C[n+]1ccccc1C=NO,HIGSLXSBYYMVKI-UHFFFAOYSA-N,172.61
CNCCC1=CC=CC=N1,CNCCc1ccccn1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,136.19
CC(C)OCCO,CC(C)OCCO,HCGFUIQPSOCUHI-UHFFFAOYSA-N,104.15
C(CCN=C(N)N)CC(C(=O)O)N,NC(N)=NCCCCC(N)C(=O)O,QUOGESRFPZDMMT-YFKPBYRVSA-N,188.23
CCCCCCCC(=O)NO,CCCCCCCC(=O)NO,RGUVUPQQFXCJFC-UHFFFAOYSA-N,159.23
CC(C)CC(C(=O)O)N,CC(C)CC(N)C(=O)O,ROHFNLRQFUQHCH-VOJRKSAOSA-N,134.19
C1=CC=C(C=C1)C(C#N)C2=CC=CC=N2,N#CC(c1ccccc1)c1ccccn1,CAXNYFPECZCGFK-UHFFFAOYSA-N,194.23
C([N+](=O)[O-])(Cl)(Cl)Cl,O=[N+]([O-])C(Cl)(Cl)Cl,LFHISGNCFUNFFM-UHFFFAOYSA-N,164.37
C(CCl)Cl,ClCCCl,WSLDOOZREJYCGB-UHFFFAOYSA-N,98.96
C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)O,Oc1ccc2ccc3ccccc3c2c1,NGPOABOEXMDQBT-UHFFFAOYSA-N,194.23
CC1C(O1)P(=O)([O-])[O-].O.[Ca+2],CC1OC1P(=O)(O)O,MSHCINMVQZDXTG-JSTPYPERSA-L,194.14
COC1=CC=CC(=C1)N,COc1cccc(N)c1,NCBZRJODKRCREW-UHFFFAOYSA-N,123.15
CC1OC2(CN3CCC2CC3)CS1,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,199.32
C(CCN=C(N)N)CN,NCCCCN=C(N)N,QYPPJABKJHAVHS-UHFFFAOYSA-N,130.19
C(C(=O)C(=O)O)C(=O)O,O=C(O)CC(=O)C(=O)O,KHPXUQMNIQBQEV-UHFFFAOYSA-N,132.07
CNCC(C1=CC(=C(C=C1)O)O)O,CNCC(O)c1ccc(O)c(O)c1,UCTWMZQNUQWSLP-VIFPVBQESA-N,183.2
C1=CC(=C(C(=C1)O)O)N,Nc1cccc(O)c1O,MGBKJKDRMRAZKC-UHFFFAOYSA-N,125.13
CC1=C(C2=CC=CC=C2C(=C1)O)N,Cc1cc(O)c2ccccc2c1N,YJRCNAAPGQBVFS-UHFFFAOYSA-N,173.21
CC#N,CC#N,WEVYAHXRMPXWCK-UHFFFAOYSA-N,41.05
COC1=CC=CC=C1N2CCNCC2,COc1ccccc1N1CCNCC1,VNZLQLYBRIOLFZ-UHFFFAOYSA-N,192.26
C(CS)O,OCCS,DGVVWUTYPXICAM-UHFFFAOYSA-N,78.14
C1=CC=C2C(=C1)C=CC(=O)O2,O=c1ccc2ccccc2o1,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,146.14
[NH4+].[N+](=O)([O-])[O-],O=[N+]([O-])[O-],DVARTQFDIMZBAA-UHFFFAOYSA-O,80.044
C1=CC=C2C(=C1)C(=CC(=O)C2=O)O,O=C1CC(=O)c2ccccc2C1=O,WVCHIGAIXREVNS-UHFFFAOYSA-N,174.15
C1CN=C2C3=CC=CC=C3SN2C1,c1ccc2c(c1)SN1CCCN=C21,GOODELVXTBGKNR-UHFFFAOYSA-N,190.27
CN(C)CCS.Cl,CN(C)CCS,NRVFDGZJTPCULU-UHFFFAOYSA-N,141.66
C(C(C(C(C(C=O)F)O)O)O)O,O=CC(F)C(O)C(O)C(O)CO,AOYNUTHNTBLRMT-SLPGGIOYSA-N,182.15
C1=CC=C2C(=C1)N=CS2,c1ccc2scnc2c1,IOJUPLGTWVMSFF-UHFFFAOYSA-N,135.19
CCCO,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,60.1
C1=CC(=C(C=C1O)C(=O)O)O,O=C(O)c1cc(O)ccc1O,WXTMDXOMEHJXQO-UHFFFAOYSA-N,154.12
COP(=O)(O)OC,COP(=O)(O)OC,KKUKTXOBAWVSHC-UHFFFAOYSA-N,126.05
CC1C(O1)P(=O)([O-])[O-].[Ca+2],CC1OC1P(=O)(O)O,YMZJBJPWTXJQMR-LJUKVTEVSA-L,176.12
CCC(C)C(=O)NCC(=O)O,CCC(C)C(=O)NCC(=O)O,HOACIBQKYRHBOW-UHFFFAOYSA-N,159.18
C1=CN=CC(=C1N)N,Nc1ccncc1N,OYTKINVCDFNREN-UHFFFAOYSA-N,109.13
CC1(C(=O)N(C(=O)O1)C)C,CN1C(=O)OC(C)(C)C1=O,IRYJRGCIQBGHIV-UHFFFAOYSA-N,143.14
CCC(C(=O)N)N1CCCC1=O,CCC(C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N,170.21
CN(CC#C)CC1=CC=CC=C1.Cl,C#CCN(C)Cc1ccccc1,BCXCABRDBBWWGY-UHFFFAOYSA-N,195.69
CC1=NC=C(N1CCO)[N+](=O)[O-],Cc1ncc([N+](=O)[O-])n1CCO,VAOCPAMSLUNLGC-UHFFFAOYSA-N,171.15
C(CBr)O,OCCBr,LDLCZOVUSADOIV-UHFFFAOYSA-N,124.96
CC(CC1=CC=CC=C1)NN,CC(Cc1ccccc1)NN,VXTWEDPZMSVFEF-UHFFFAOYSA-N,150.22
CC(C)OC(=S)[S-].[Na+],CC(C)OC(=S)S,IRZFQKXEKAODTJ-UHFFFAOYSA-M,158.2
CNCC1C2=C(CCO1)C=CS2,CNCC1OCCc2ccsc21,ABDDQTDRAHXHOC-QMMMGPOBSA-N,183.27
C(Cl)Cl,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,84.93
C1CC(=O)NC1C(=O)O,O=C1CCC(C(=O)O)N1,ODHCTXKNWHHXJC-VKHMYHEASA-N,129.11
CC1=C(C(=O)C=CO1)O,Cc1occc(=O)c1O,XPCTZQVDEJYUGT-UHFFFAOYSA-N,126.11
COC1=CC=CC=C1OCC(CO)O,COc1ccccc1OCC(O)CO,HSRJKNPTNIJEKV-UHFFFAOYSA-N,198.22
CCCCP(=O)(CCCN)O,CCCCP(=O)(O)CCCN,ONNMDRQRSGKZCN-UHFFFAOYSA-N,179.2
C1=NC(=C(N1)C(=O)N)N,NC(=O)c1[nH]cnc1N,DVNYTAVYBRSTGK-UHFFFAOYSA-N,126.12
CC1(CCCC(N1[O])(C)C)C,CC1(C)CCCC(C)(C)N1[O],QYTDEUPAUMOIOP-UHFFFAOYSA-N,156.25
CN(CCCl)CCCl.Cl,CN(CCCl)CCCl,QZIQJVCYUQZDIR-UHFFFAOYSA-N,192.5
C(C1C(C(C(O1)(CO)O)O)O)O,OCC1OC(O)(CO)C(O)C1O,RFSUNEUAIZKAJO-KAZBKCHUSA-N,180.16
CC1C(O1)P(=O)([O-])[O-].[Na+].[Na+],CC1OC1P(=O)(O)O,QZIQJIKUVJMTDG-UHFFFAOYSA-L,182.02
C1=CC(=CC=C1C[NH3+])F,NCc1ccc(F)cc1,IIFVWLUQBAIPMJ-UHFFFAOYSA-O,126.15
C(C(C(=O)O)N)OP(=O)(O)O,NC(COP(=O)(O)O)C(=O)O,BZQFBWGGLXLEPQ-REOHCLBHSA-N,185.07
CC(C)CCN,CC(C)CCN,BMFVGAAISNGQNM-UHFFFAOYSA-N,87.16
CC(CCC=C(C)C)CCO,CC(C)=CCCC(C)CCO,QMVPMAAFGQKVCJ-SNVBAGLBSA-N,156.26
C1C(C(=O)NO1)N,NC1CONC1=O,DYDCUQKUCUHJBH-UWTATZPHSA-N,102.09
CC(=O)NC1=CC2=NSN=C2C=C1,CC(=O)Nc1ccc2nsnc2c1,DCJCIZAANYCYFG-UHFFFAOYSA-N,193.23
CC(C)(C(C(=O)O)N)S,CC(C)(S)C(N)C(=O)O,VVNCNSJFMMFHPL-VKHMYHEASA-N,149.21
C1=CC=C(C=C1)C(C(C(=O)O)O)S,O=C(O)C(O)C(S)c1ccccc1,SVGXKGXXXJMWEO-SFYZADRCSA-N,198.24
C1=CC(=CC(=C1)O)CCN,NCCc1cccc(O)c1,GHFGJTVYMNRGBY-UHFFFAOYSA-N,137.18
CCCC#N,CCCC#N,KVNRLNFWIYMESJ-UHFFFAOYSA-N,69.11
CC(CCC#N)C#N,CC(C#N)CCC#N,FPPLREPCQJZDAQ-UHFFFAOYSA-N,108.14
C(CC#N)CSC(=N)N.Cl,N#CCCCSC(=N)N,NCXJZJFDQMKRKM-UHFFFAOYSA-N,179.67
C1=NC2=C(N1)C(=NC=N2)Cl,Clc1ncnc2nc[nH]c12,ZKBQDFAWXLTYKS-UHFFFAOYSA-N,154.56
C(F)(F)(F)F,FC(F)(F)F,TXEYQDLBPFQVAA-UHFFFAOYSA-N,88.004
CCC(C)C(=O)C(=O)O,CCC(C)C(=O)C(=O)O,JVQYSWDUAOAHFM-BYPYZUCNSA-N,130.139
C1=CC=C2C(=C1)C(=CN2)CO,OCc1c[nH]c2ccccc12,IVYPNXXAYMYVSP-UHFFFAOYSA-N,147.17
C1CC(N(C1)C(=O)CN)C(=O)O,NCC(=O)N1CCCC1C(=O)O,KZNQNBZMBZJQJO-YFKPBYRVSA-N,172.18
C(C(C(C(C=O)O)O)O)O,O=CC(O)C(O)C(O)CO,PYMYPHUHKUWMLA-VAYJURFESA-N,150.13
C1=CC(=C(C(=C1)O)O)O,Oc1cccc(O)c1O,WQGWDDDVZFFDIG-UHFFFAOYSA-N,126.11
CN1CC(=O)NC1=N,CN1CC(=O)NC1=N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,113.12
C1=CC=C(C=C1)N2C(=NN=N2)N,Nc1nnnn1-c1ccccc1,ULIDRMKBVYYVIQ-UHFFFAOYSA-N,161.16
C12=C(NC(=O)N1)N=C(NC2=O)N,Nc1nc2[nH]c(=O)[nH]c2c(=O)[nH]1,CLGFIVUFZRGQRP-UHFFFAOYSA-N,167.13
CCCCCCCCO,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,130.229
C1=CC(=CC=C1CCO)O,OCCc1ccc(O)cc1,YCCILVSKPBXVIP-UHFFFAOYSA-N,138.16
CC1(CCOC(=O)C1)O,CC1(O)CCOC(=O)C1,JYVXNLLUYHCIIH-UHFFFAOYSA-N,130.139
C1=CC=C(C(=C1)O)O,Oc1ccccc1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,110.11
CC(C)NC(=O)C=C,C=CC(=O)NC(C)C,QNILTEGFHQSKFF-UHFFFAOYSA-N,113.16
CC1=C(C(=O)C=CN1C)O,Cc1c(O)c(=O)ccn1C,TZXKOCQBRNJULO-UHFFFAOYSA-N,139.15
C=O,C=O,WSFSSNUMVMOOMR-UHFFFAOYSA-N,30.026
CC(CC1=CC=CC=C1)NCCC#N,CC(Cc1ccccc1)NCCC#N,IQUFSXIQAFPIMR-UHFFFAOYSA-N,188.27
CCC(C)CC(C)N,CCC(C)CC(C)N,YAHRDLICUYEDAU-UHFFFAOYSA-N,115.22
CC1=CC(=C(C(=C1Cl)C)Cl)O,Cc1cc(O)c(Cl)c(C)c1Cl,IYOLBFFHPZOQGW-UHFFFAOYSA-N,191.05
C(C1C(C(C(C(O1)O)O)O)O)O.O,OCC1OC(O)C(O)C(O)C1O,OSNSWKAZFASRNG-WNFIKIDCSA-N,198.17
C1CCN(C1)C(=S)[S-].[NH4+],S=C(S)N1CCCC1,MDDIUTVUBYEEEM-UHFFFAOYSA-N,164.3
C(C(F)(F)F)(OC(F)F)Cl,FC(F)OC(Cl)C(F)(F)F,PIWKPBJCKXDKJR-UHFFFAOYSA-N,184.49
C(C#N)C(=O)O,N#CCC(=O)O,MLIREBYILWEBDM-UHFFFAOYSA-N,85.06
C[N+](C)(CCO)CF,C[N+](C)(CF)CCO,PBVFROWIWWGIFK-UHFFFAOYSA-N,122.16
C(C(C(=O)O)N)S(=O)(=O)O,NC(CS(=O)(=O)O)C(=O)O,XVOYSCVBGLVSOL-REOHCLBHSA-N,169.16
C(C(C(C(CO)O)O)O)O,OCC(O)C(O)C(O)CO,HEBKCHPVOIAQTA-NGQZWQHPSA-N,152.15
C(CC(C(=O)O)N)C(CN)O,NCC(O)CCC(N)C(=O)O,YSMODUONRAFBET-UHNVWZDZSA-N,162.19
C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,O=C(O)CCc1c[nH]c2ccccc12,GOLXRNDWAUTYKT-UHFFFAOYSA-N,189.21
CC(=O)OC1CN2CCC1CC2,CC(=O)OC1CN2CCC1CC2,WRJPSSPFHGNBMG-UHFFFAOYSA-N,169.22
CC(=O)NO,CC(=O)NO,RRUDCFGSUDOHDG-UHFFFAOYSA-N,75.07
C1=CC=C(C=C1)NN,NNc1ccccc1,HKOOXMFOFWEVGF-UHFFFAOYSA-N,108.14
C(C(=O)O)N,NCC(=O)O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,75.07
C(CC(=O)O)C(=O)C(=O)O,O=C(O)CCC(=O)C(=O)O,KPGXRSRHYNQIFN-UHFFFAOYSA-N,146.1
CCOC(=O)N,CCOC(N)=O,JOYRKODLDBILNP-UHFFFAOYSA-N,89.09
COC1C(C(C(C(O1)CO)F)O)O,COC1OC(CO)C(F)C(O)C1O,PGYKOSXDWWGTOB-XZWCPNKHSA-N,195.18
C1=CC=C2C(=C1)C(=NN=C2NN)NN,NNc1nnc(NN)c2ccccc12,VQKLRVZQQYVIJW-UHFFFAOYSA-N,190.21
CCNC(=O)OC,CCNC(=O)OC,AEARPZNULDFPNQ-UHFFFAOYSA-N,103.12
C[N+]1=CC=CC=C1C=NO.[Cl-],C[n+]1ccccc1C=NO,HIGSLXSBYYMVKI-UHFFFAOYSA-N,172.61
C(CCC(=O)[O-])CC[NH3+],NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,131.17
C1=C(NC(=O)N=C1)N,Nc1ccnc(=O)[nH]1,OPTASPLRGRRNAP-UHFFFAOYSA-N,111.1
C1=CN=CN1,c1c[nH]cn1,RAXXELZNTBOGNW-UHFFFAOYSA-N,68.08
CC=CC=CC(=O)O,CC=CC=CC(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,112.13
OP(=O)(O)OP(=S)(O)O,O=P(O)(O)OP(O)(O)=S,HWTUHTNZLQJJEV-UHFFFAOYSA-N,194.04
C(C(=O)C(C(C(C(=O)O)O)O)O)O,O=C(O)C(O)C(O)C(O)C(=O)CO,IZSRJDGCGRAUAR-WISUUJSJSA-N,194.14
CC(C)(C)[N+]#[C-],[C-]#[N+]C(C)(C)C,FAGLEPBREOXSAC-UHFFFAOYSA-N,83.13
C1CCNC(C1)C2=CN=CC=C2,c1cncc(C2CCCCN2)c1,MTXSIJUGVMTTMU-JTQLQIEISA-N,162.23
CC1C(C=C(C(=O)O1)C2C(O2)C)O,CC1OC(=O)C(C2OC2C)=CC1O,RCAULRNMJFUWRP-HETMPLHPSA-N,184.19
CC(C)NNC(=O)C1=CC=NC=C1,CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,179.22
C(C(C(=O)O)N)[N+](=NO)[O-],NC(C[N+]([O-])=NO)C(=O)O,ZGNLFUXWZJGETL-YUSKDDKASA-N,149.11
CN=C(N)NCCCC(C(=O)O)N,CN=C(N)NCCCC(N)C(=O)O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,188.23
CC1OC2(CN3CCC2CC3)CS1,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-WPRPVWTQSA-N,199.32
CCCC1=CC(=O)NC(=S)N1,CCCc1cc(=O)[nH]c(=S)[nH]1,KNAHARQHSZJURB-UHFFFAOYSA-N,170.23
CCC(C(C(=O)O)N)O,CCC(O)C(N)C(=O)O,LGVJIYCMHMKTPB-DMTCNVIQSA-N,133.15
CCON=O,CCON=O,QQZWEECEMNQSTG-UHFFFAOYSA-N,75.07
CC1N=C(NC(=N1)N(C)C)N.Cl,CC1N=C(N)NC(N(C)C)=N1,UXHLCYMTNMEXKZ-PGMHMLKASA-N,191.66
C1=CC(=C(C=C1C=CC(=O)O)O)O,O=C(O)C=Cc1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,180.16
[N+](=O)([O-])[O-].[K+],O=[N+]([O-])[O-],FGIUAXJPYTZDNR-UHFFFAOYSA-N,101.103
C1CCC2=NC3=CC=CC=C3C(=C2C1)N,Nc1c2c(nc3ccccc13)CCCC2,YLJREFDVOIBQDA-UHFFFAOYSA-N,198.26
CC1OC2(CN3CCC2CC3)CS1,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-LHIURRSHSA-N,199.32
C(CC(=O)[O-])C(=O)C(=O)[O-],O=C(O)CCC(=O)C(=O)O,KPGXRSRHYNQIFN-UHFFFAOYSA-L,144.08
CC1=CC(=O)C2=C(C1=O)C=CC=C2O,CC1=CC(=O)c2c(O)cccc2C1=O,VCMMXZQDRFWYSE-UHFFFAOYSA-N,188.18
CC=CC1=CC(=C(C=C1)O)OC,CC=Cc1ccc(O)c(OC)c1,BJIOGJUNALELMI-UHFFFAOYSA-N,164.2
C#C,C#C,HSFWRNGVRCDJHI-UHFFFAOYSA-N,26.04
CCC(C=CCl)(C#C)O,C#CC(O)(C=CCl)CC,ZEHYJZXQEQOSON-AATRIKPKSA-N,144.6
C1=CC(=CC(=C1)O)CC(=O)O,O=C(O)Cc1cccc(O)c1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,152.15
C1=CC=C2C(=C1)NC3=CC=CC=C3S2,c1ccc2c(c1)Nc1ccccc1S2,WJFKNYWRSNBZNX-UHFFFAOYSA-N,199.27
CC(C(C(=O)O)N)O,CC(O)C(N)C(=O)O,AYFVYJQAPQTCCC-STHAYSLISA-N,119.12
CCNC(C)CC1=CC=CC=C1,CCNC(C)Cc1ccccc1,YAGBSNMZQKEFCO-UHFFFAOYSA-N,163.26
C1=CC=C2C(=C1)C=CC3=CC=CC=C32,c1ccc2c(c1)ccc1ccccc12,YNPNZTXNASCQKK-UHFFFAOYSA-N,178.23
C(C(C(=O)O)N)S.Cl,NC(CS)C(=O)O,IFQSXNOEEPCSLW-DKWTVANSSA-N,157.62
C1=CC(=CC=C1C(CN)O)O,NCC(O)c1ccc(O)cc1,QHGUCRYDKWKLMG-UHFFFAOYSA-N,153.18
CC1=C(C(=CC=C1)CC2=CN=CN2)C,Cc1cccc(Cc2cnc[nH]2)c1C,RHDJRPPFURBGLQ-UHFFFAOYSA-N,186.25
CC(=O)CC(=O)O,CC(=O)CC(=O)O,WDJHALXBUFZDSR-UHFFFAOYSA-N,102.09
CCN(CC)C(=S)[S-].[Na+],CCN(CC)C(=S)S,IOEJYZSZYUROLN-UHFFFAOYSA-M,171.3
CCOC(=O)C(=O)C,CCOC(=O)C(C)=O,XXRCUYVCPSWGCC-UHFFFAOYSA-N,116.11
C1C(C(C(C(N1)CO)O)O)O,OCC1NCC(O)C(O)C1O,LXBIFEVIBLOUGU-JGWLITMVSA-N,163.17
CCOCCOCCO,CCOCCOCCO,XXJWXESWEXIICW-UHFFFAOYSA-N,134.17
CCCCCCO,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,102.17
C(C(=O)O)Cl,O=C(O)CCl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,94.5
C[N+](C)(C)CCF,C[N+](C)(C)CCF,WOAGQHQTBSCFJV-UHFFFAOYSA-N,106.16
C(C(C[P+](=O)O)F)N,NCC(F)C[P+](=O)O,WVTGPBOMAQLPCP-GSVOUGTGSA-O,140.07
CC(C(C1=CC(=CC=C1)O)O)N,CC(N)C(O)c1cccc(O)c1,WXFIGDLSSYIKKV-RCOVLWMOSA-N,167.2
CN(C)C,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,59.11
C(C(=O)O)NCC(=O)O,O=C(O)CNCC(=O)O,NBZBKCUXIYYUSX-UHFFFAOYSA-N,133.1
CC(=O)OC(C(=C)Cl)OC(=O)C,C=C(Cl)C(OC(C)=O)OC(C)=O,PPHOKWJFQIHKNR-UHFFFAOYSA-N,192.6
CC(CN)C(=O)O,CC(CN)C(=O)O,QCHPKSFMDHPSNR-UHFFFAOYSA-N,103.12
